screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
KanganaTeam,2020-09-09T15:11:37Z,@singhvarun @SaketGokhale This was not just to me but to entire building and this is not my flat issue but a building issue which builder needs to deal with and this building belongs to Sharad Pawar we bought the flat from his partner so he is answerable for this not me..,singhvarun,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303712672131592198
KanganaTeam,2020-09-09T15:08:24Z,"Fancy feminists, Bullywood activists, candle march groups and award vapsi gang has no comments on what High Court said about open murder of law and order in Maharashtra. Well done, thank you for proving me right always , you all deserve the treatment you get from me 🙂👌",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303711861783687170
KanganaTeam,2020-09-09T15:00:27Z,"RT @LiveLawIndia: While staying the demolition of Kangana Ranaut's building, Bombay HC pulls up BMC. Says BMC's action, prima facie, does not ""appear to be bona fide and smacks of mala fides"".
@KanganaTeam 
@mybmc 
#KanganaRanuat https://t.co/NLAw0V8TfB",,LiveLawIndia,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303709861008433152
KanganaTeam,2020-09-09T14:56:44Z,"Now that high court has declared it is a clear case of bullying and its done right after I exposed drug racket,questioned shoddy investigations of SSR murder one can see freedom comes with a price, I am paying for mine are you paying for yours? #ShameOnMahaGovt #ShameOnBollywood https://t.co/nTK93Cyv9P",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303708926089637888
KanganaTeam,2020-09-09T14:48:25Z,"Paid sources of Maha government are spreading fake info,BMC never sent any notice to me until yesterday,in fact I got all the documents cleared myself from BMC for renovations. ⁦@mybmc⁩ at least have the courage to stand by your audacity 🙂 why lie now? https://t.co/CVUQGxkNiS",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303706833257811974
KanganaTeam,2020-09-09T13:43:46Z,"Today they have demolished my house tomorrow it will be yours, governments come and go when you normalise violent suppression of a voice it becomes the norm, today one person being burned at the stake tomorrow it will be jowhar of thousands,wake up now.",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303690564680912896
KanganaTeam,2020-09-09T13:22:23Z,"Come Udhav Thakeray and Karan Johar Gang you broke my work place come now break my house then break my face and body, I want world to see clearly what you anyway do underhand, whether I live or die I will expose you regardless 🙂",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303685184403857409
KanganaTeam,2020-09-09T13:16:19Z,"My office was suddenly declared illegal in last 24 hours, they have destroyed everything inside including furniture and lights and now I am getting threats they will come to my house and break it as well,I am glad my judgement of movie mafia’s favourite world’s best CM was right. https://t.co/mMGbFeRztI",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303683655819124736
KanganaTeam,2020-09-09T12:02:54Z,"RT @fadnavis_amruta: When injustice becomes law , rebellion becomes duty !! #DeathOfDemocracy #Mumbai https://t.co/ZwWZR955xT",,fadnavis_amruta,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303665179733815296
KanganaTeam,2020-09-09T10:10:46Z,तुमने जो किया अच्छा किया 🙂#DeathOfDemocracy https://t.co/TBZiYytSEw,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303636961131782147
KanganaTeam,2020-09-09T10:00:49Z,#DeathOfDemocracy https://t.co/pbLleNulYa,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,,1303634456658366464
KanganaTeam,2020-09-09T09:58:30Z,#DeathOfDemocracy https://t.co/cpv0A1TJjy,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,,1303633872731533312
KanganaTeam,2020-09-09T09:56:59Z,#DeathOfDemocracy https://t.co/JVj3VN40x3,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,,1303633490009751554
KanganaTeam,2020-09-09T09:55:54Z,#DeathOfDemocracy https://t.co/Ts5GP9deOh,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,,1303633221209391104
KanganaTeam,2020-09-09T09:53:17Z,#DeathOfDemocracy https://t.co/9jPsCDYYrH,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,,1303632561239781376
KanganaTeam,2020-09-09T06:48:32Z,"There is no illegal construction in my house, also government has banned any demolitions in Covid till September 30, Bullywood watch now this is what Fascism looks like 🙂#DeathOfDemocracy #KanganaRanaut",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303586065597440000
KanganaTeam,2020-09-09T06:02:33Z,I am never wrong and my enemies prove again and again this is why my Mumbai is POK now #deathofdemocracy 🙂 https://t.co/bWHyEtz7Qy,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303574493273550851
KanganaTeam,2020-09-09T05:53:08Z,Pakistan.... #deathofdemocracy https://t.co/4m2TyTcg95,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,tl,1303572126817857536
KanganaTeam,2020-09-09T05:41:19Z,Babur and his army 🙂#deathofdemocracy https://t.co/L5wiUoNqhl,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303569152917946368
KanganaTeam,2020-09-09T05:18:34Z,"मणिकर्णिका फ़िल्म्ज़ में पहली फ़िल्म अयोध्या की घोषणा हुई, यह मेरे लिए एक इमारत नहीं राम मंदिर ही है, आज वहाँ बाबर आया है, आज इतिहास फिर खुद को दोहराएगा राम मंदिर फिर टूटेगा मगर याद रख बाबर यह मंदिर फिर बनेगा यह मंदिर फिर बनेगा, जय श्री राम , जय श्री राम , जय श्री राम 🙏 https://t.co/KvY9T0Nkvi",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303563425193189376
KanganaTeam,2020-09-09T04:49:29Z,"As I am all set for Mumbai Darshan on my way to the airport,Maha government and their goons are at my property all set to illegally break it down, go on! I promised to give blood for Maharashtra pride this is nothing take everything but my spirit will only rise higher and higher. https://t.co/6lE9LoKGjq",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303556108146024448
KanganaTeam,2020-09-09T03:49:40Z,"@KapilMishra_IND मैं जानती हूँ @RizwanSiddiquee जी और मेरी आयडीआलजीज़ नहीं मिलती,मेरा स्नेह और विश्वास पाने केलिए उनका मेरे जैसा होना ज़रूरी नहीं, मुझे सिर्फ़ अपने काम के प्रति उनकी निष्ठा चाहिए जो उनमें कूट कूट के भरी है, हमारा धर्म और संस्कृति दूसरों के विचारों का सम्मान करना सीखाती है।",KapilMishra_IND,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303541054977658881
KanganaTeam,2020-09-09T03:19:58Z,"ये मुंबई में मेरा घर है,मैं मानती हूँ महाराष्ट्रा ने मुझे सब कुछ दिया है, मगर मैंने भी महाराष्ट्रा को अपनी भक्ति और प्रेम से एक ऐसी बेटी की भेंट दी है जो महाराष्ट्रा शिवाजी महाराज की जन्मभूमि में स्त्री सम्मान और अस्मिता केलिए अपना ख़ून भी दे सकती है, जय महाराष्ट्रा 🙏 https://t.co/BfBtaQ2CR0",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303533577468964865
KanganaTeam,2020-09-09T02:58:39Z,"मैं बारह साल की उम्र में हिमांचल छोड़ चंडीगढ़ हॉस्टल गयी फिर दिल्ली में रही और सोलह साल की थी जब मुंबई आयी, कुछ दोस्तों ने कहा मुंबई में वही रहता है जिसे मुम्बादेवी चाहती है,हम सब मुम्बादेवी देवी के दर्शन करने गए,सब दोस्त वापिस चले गए और मुम्बादेवी ने मुझे अपने पास ही रख लिया 🙂",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303528216720601090
KanganaTeam,2020-09-09T02:36:03Z,"@KRKBoxOffice Drunk nahin drugged, last year my film Manikarnika was one of the top 10 highest grossers, one of the highest weekend openings ever and needless to say best performance by any actor male or female, chalo inke khush rehne ko Ghalib yeh khayal achcha hai 🙂",KRKBoxOffice,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303522528233627648
KanganaTeam,2020-09-09T01:36:17Z,"रानी लक्ष्मीबाई के साहस,शौर्य और बलिदान को मैंने फ़िल्म के जरिए जिया है। दुख की बात यह है मुझे मेरे ही महाराष्ट्रा में आने से रोका जा रहा है मै रानी लक्ष्मीबाई के पद चिन्हों पर चलूँगी ना डरूंगी, ना झुकूँगी। गलत के ख़िलाफ़ मुख़र होकर आवाज़ उठाती रहूंगी, जय महाराष्ट्र, जय शिवाजी🙏",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1303507485160947712
KanganaTeam,2020-09-08T17:22:01Z,"RT @Soumyadipta: Some facts need to be told because a misinformation campaign has been launched.
As per my sources:
* Rhea isn't arrested for getting marijuana only. She's also accused of dealing with synthetic narcotics.
* No proof that Sushant was taking drugs. He might not have known about it. https://t.co/2BqMqOLClM",,Soumyadipta,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303383099678441472
KanganaTeam,2020-09-08T17:11:49Z,"RT @goonereol: They were all sheepish/quiet for long. Just when drug angle came, whole leftist/secular/izlamist/bollywood ecosystem went crazy with their narrative of 'media trial' , 'witch hunting' &amp; 'drug is no big deal'. If u still believe its all/only about Rhea they care, you gotta be dumb",,goonereol,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303380535171936256
KanganaTeam,2020-09-08T16:08:31Z,"When I read news like this I feel these fools underestimated me before and paying a huge price for that, their intelligence is failing them again. Kangana Ranaut is neither a pawn nor a player that person is not born who can use me like a pawn 🙂 https://t.co/QaF68RZ7eI",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303364605222088704
KanganaTeam,2020-09-08T14:07:44Z,"@pcsreeram I missed the opportunity to work with a legend like you sir, it’s entirely my loss, I don’t know what exactly made you uneasy about me but I am glad you took the right call, wish you all the best 🙂🙏",pcsreeram,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303334206878003200
KanganaTeam,2020-09-08T12:12:41Z,"Now @mybmc has filed a caveat against me, really desperate to break my house, I deeply love what I built with so much passion over so many years but know that even if you break it my spirit will only get stronger .... GO ON ... https://t.co/7MQRQ5h0qO",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303305255124258816
KanganaTeam,2020-09-08T12:06:06Z,My Lawyer ⁦@RizwanSiddiquee⁩ has replied to ⁦@mybmc⁩ notice hope they hold on to their plans of demolishing the property... https://t.co/tToaBQ0tG0,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303303598730702849
KanganaTeam,2020-09-08T10:05:56Z,"I am more than happy to oblige @MumbaiPolice  @AnilDeshmukhNCP please do my drug tests investigate my call records if you find any links to drug peddlers ever I will accept my mistake and leave Mumbai forever, looking forward to meet you 🙂 https://t.co/gs3DwcIOvP",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303273355299045376
KanganaTeam,2020-09-08T05:34:41Z,"Because of the criticism that @mybmc received from my friends on social media, they didn’t come with a bulldozer today instead stuck a notice to stop leakage work that is going on in the office, friends I may have risked a lot but I find immense love and support from you all 🙏 https://t.co/2yr7OkWDAb",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303205093257273346
KanganaTeam,2020-09-08T02:59:09Z,"@richaanirudh Lovely memories of travelling and meeting friends, never thought all this will be a luxury some day ...",richaanirudh,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303165952649961478
KanganaTeam,2020-09-08T01:21:06Z,"This is a picture from Varanasi, sailing through Ganga Ghat in a boat, such a beautiful view outside and I am glued to the phone, not cool 🙂 https://t.co/wZD2wqiIXR",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303141276078895107
KanganaTeam,2020-09-07T16:43:23Z,"Thank you @ARanganathan72 it is evident after I exposed drug mafia Maha government is thirsty for my blood, why are they so rattled desperately lying,abusing and misquoting me! You said it so well deserve a standing ovation 👏👏👏#IndiaForKangana https://t.co/yHYuUzZJQ1",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303010990221451264
KanganaTeam,2020-09-07T16:27:34Z,Thank you for trending #IndiaForKangana here’s my lawyer @RizwanSiddiquee explaining how @mybmc forcefully entered my office/ residential structure threatened and intimidated my house taker and announced that they will demolish the structure tomorrow. https://t.co/KsqGjeXDxC,,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1303007008434446342
KanganaTeam,2020-09-07T14:26:39Z,"Movie Mafia today you might break my face n my house using your powerful friends, it will give you momentary happiness but if you are clever you will know my end is my beginning, you will end me here I will rise somewhere else ... trust me it will hurt you even more 🙂",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302976582143733760
KanganaTeam,2020-09-07T09:37:24Z,"I have all the papers, BMC permissions nothing has been done illegal in my property, BMC should send a structure plan to show the illegal construction with a notice, today they raided my place and without any notice tomorrow they demolishing entire structure 🙂",KanganaTeam,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302903789339340800
KanganaTeam,2020-09-07T09:29:01Z,"They have forcefully taken over my office measuring everything, also harassing my neighbors when they retorted @mybmc officials used language like ,” वो जो मैडम है उसकी करतूत का परिणाम सबको भरना होगा” I am informed tomorrow they are demolishing my property 🙂 https://t.co/efUOGJDve1",KanganaTeam,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302901679969300480
KanganaTeam,2020-09-07T09:24:21Z,"ये मुंबई में मणिकर्णिका फ़िल्म्ज़ का ऑफ़िस है, जिसे मैंने पंद्रह साल मेहनत कर के कमाया है, मेरा ज़िंदगी में एक ही सपना था मैं जब भी फ़िल्म निर्माता बनूँ मेरा अपना खुद का ऑफ़िस हो, मगर लगता है ये सपना टूटने का वक़्त आ गया है, आज वहाँ अचानक @mybmc के कुछ लोग आए हैं 🙂 https://t.co/C7zGe8ZyGe",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1302900505933307905
KanganaTeam,2020-09-07T08:22:52Z,"@khanumarfa Madam Arfa after years of study I came to this understanding that Gandhism is nothing but a diluted version of Lord Rama’s value system, Gandhi himself admitted that he follows the blue print of Ram Rajya, NO never in my worse dreams I dare to be a liberal I am a simple Bhakt 🙂",khanumarfa,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302885032114098176
KanganaTeam,2020-09-07T05:48:26Z,"ये प्रमाण है की अब किसी देशभक्त आवाज़ को कोई फ़ासीवादी नहीं कुचल सकेगा,मैं @AmitShah जी की आभारी हूँ वो चाहते तो हालातों के चलते मुझे कुछ दिन बाद मुंबई जाने की सलाह देते मगर उन्होंने भारत की एक बेटी के वचनों का मान रखा, हमारे स्वाभिमान और आत्मसम्मान की लाज रखी, जय हिंद 🙏 https://t.co/VSbZMG66LT",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1302846165637971969
KanganaTeam,2020-09-07T05:20:57Z,"AIIMS medical team has ruled out the possibility of suicide, most likely to be death by strangulations. Where is depression gang? If depression is like diabetes or cancer then why don’t we accuse diabetes or cancer patients of suicide?  https://t.co/X4uypFAS3h",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302839251306860545
KanganaTeam,2020-09-07T03:43:25Z,"After I gained success I was offered big hero, big banner films but I refused all faced huge opposition struggled a lot and the very first independent film of mine that I did is about the glorious Maratha history Shiva Ji Maharaj and Rani Laxmi Bai because मला महाराष्ट्रा आवडतो। https://t.co/eUNr58UPBM",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302814705568813057
KanganaTeam,2020-09-07T02:11:52Z,"Miss those days, when he was just a dew drop ❤️ https://t.co/qVIUkDWf4S",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302791663811571712
KanganaTeam,2020-09-06T10:26:58Z,"RT @KanganaTeam: संजय जी मुझे अभिव्यक्ति की पूरी आज़ादी है
मुझे अपने देश में कहीं भी जाने की आज़ादी है । 
मैं आज़ाद हूँ । https://t.co/773n8XDESI",,KanganaTeam,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1302553872305500160
KanganaTeam,2020-09-06T09:43:40Z,"संजय जी मुझे अभिव्यक्ति की पूरी आज़ादी है
मुझे अपने देश में कहीं भी जाने की आज़ादी है । 
मैं आज़ाद हूँ । https://t.co/773n8XDESI",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1302542975721848839
KanganaTeam,2020-09-06T05:18:47Z,"Wise words, yes everyone wants a Laxmi Bai or a Bhagat Singh but not in their own family, they want their children to live comfortable lives 🙂 https://t.co/uPOysePCOv",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302476315170283521
KanganaTeam,2020-09-06T02:02:55Z,"Class of 2014, after movie Queen I got very curious about screen writing,Lived in NewYork for a year, did screenwriting course,on Fairwell day girls in my class decided to treat our favorite professor Golan Ramraz with a dinner, here’s a moment captured from that lovely night 🙂 https://t.co/BpKIeXQTwP",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302427024024199168
KanganaTeam,2020-09-05T15:01:49Z,"You can fight with Mafia, you can also challenge the governments but how to handle emotional blackmail at home? Who all relate with this scene in my house today ? https://t.co/159mWDgpIO",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302260652807843840
KanganaTeam,2020-09-05T13:20:00Z,"RT @MajorPoonia: कंगना को धमकी देंगे,डरायेंगे 
उनके पिता के बारे में अभद्र टिप्पणी करेंगे  @KanganaTeam को हरामख़ोर कहेंगे 

@rautsanjay61 जी,आपको यह क्या हो गया है ? ऐसी भाषा ??

काश..आज बाला साहेब ज़िंदा होते 😔 https://t.co/kgCnyfy1Zt",,MajorPoonia,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1302235031432126467
KanganaTeam,2020-09-05T11:42:49Z,"In 2008 Movie Mafia declared me a Psycho, in 2016 they called me a Witch and Stalker in 2020 Maharashtra Minister publicity gave me the title of Haramkhor Ladki, because I said after a murder I feel unsafe in Mumbai, where are INTOLERANCE debate warriors? https://t.co/me91rxsShr",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302210572549632000
KanganaTeam,2020-09-05T05:36:19Z,"RT @KanganaTeam: @sardesairajdeep This new found love/respect that you have for Indian police is admirable, I strongly condemn @MumbaiPolice participation in Palghar lynching, protecting criminals of SSR murder n encouraging derogatory street art, entire police force can’t be generalised we love n respect them.",,KanganaTeam,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302118339859238912
KanganaTeam,2020-09-05T05:35:56Z,"@sardesairajdeep This new found love/respect that you have for Indian police is admirable, I strongly condemn @MumbaiPolice participation in Palghar lynching, protecting criminals of SSR murder n encouraging derogatory street art, entire police force can’t be generalised we love n respect them.",sardesairajdeep,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302118245239943168
KanganaTeam,2020-09-05T05:27:42Z,"RT @KanganaTeam: @sardesairajdeep You posted WhatsApp meme n asked me to leave Mumbai now you are defending my right of free speech, little late in the day but I accept this gesture, I am a Bhakt but I have genuine respect for authentic liberals, impossible to find one here, hope you help by being consistent 🙂",,KanganaTeam,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302116172574285824
KanganaTeam,2020-09-05T05:27:35Z,"@sardesairajdeep You posted WhatsApp meme n asked me to leave Mumbai now you are defending my right of free speech, little late in the day but I accept this gesture, I am a Bhakt but I have genuine respect for authentic liberals, impossible to find one here, hope you help by being consistent 🙂",sardesairajdeep,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302116145571356673
KanganaTeam,2020-09-05T01:46:43Z,"This picture is from annual day in class 1st I think, we performed pahadi Natti and got gifts from our teachers, so many great teachers have added to my life directly or indirectly, my heartfelt gratitude to everyone #HappyTeachersDay2020 https://t.co/bpeVJeaSwW",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1302060559588753408
KanganaTeam,2020-09-04T17:56:22Z,"RT @fadnavis_amruta: We may not agree with what someone has to say,but we must defend the right to express in democracy!Freedom of speech,freedom of belief,freedom of movement,freedom of press-cannot b suppressed! We can have counter arguments but beating posters of critics with chappals is a new low",,fadnavis_amruta,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1301942195105067008
KanganaTeam,2020-09-04T16:33:18Z,"No words to express my gratitude for  my friends from everywhere including Maharashtra, they know my intentions and I don’t need to prove my love for my Karmbhoomi Mumbai who I always referred to as Maa Yashodha who adopted me,Jai Mumbai Jai Maharashtra 🙏#indiawithkanganaranaut https://t.co/Xp4DUahbUu",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1301921290748456965
KanganaTeam,2020-09-04T16:21:05Z,"I am an artist at heart I have big plans for my future as a creative person I know after SSR case solved every one will go back to their lives, but mafia will come for me may be not directly I see now political parties have joined them makes me wonder where does that leave me ? https://t.co/G1Z9XSOMoK",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1301918212645249024
KanganaTeam,2020-09-04T16:07:45Z,"Thank you friends for trending #indiawithkanganaranaut we collectively got justice for Sushant, this is a historic day a closed case was opened and justice is being delivered, this is the power of collective consciousness, I bow down to your love and compassion for Sushant 🙏",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1301914860742086657
KanganaTeam,2020-09-04T16:03:09Z,"@baxiabhishek शर्म नहीं आती, अकबर और दवूद पे कितनी फ़िल्में बनाई है? कितनी बड़ी बड़ी फ़िल्में बनाई गयी हैं, ये मिला मराठाओं को अपने खून के बलिदान के बदले? इनमें से एक भी फ़िल्म शायद  मेन्स्ट्रीम हिंदी नहीं है या फिर रिलीज़ नहीं हुई किसी ने तो कभी सुना भी नहीं इनके बारे में।",baxiabhishek,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1301913701390319617
KanganaTeam,2020-09-04T14:03:46Z,"BJP distanced itself from me ? Really ⁦@MumbaiMirror⁩ ? When was ⁦⁦@BJP4India⁩ close to me in the first place? Am I a minister or a politician? I have never spoken to anyone ever in BJP, stop with these conspiracy theories #ShameOnMahaGovt  https://t.co/3aA17cyG1L",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,en,1301883657800486915
KanganaTeam,2020-09-04T13:50:29Z,"एक महान पिता की संतान होना ही आपकी एक मात्र उपलब्धि नहीं हो सकती, आप कौन होते हैं मुझे महाराष्ट्र प्रेम या नफ़रत का सर्टिफ़िकेट देने वाले ? आपने यह कैसे निर्धारित कर लिया की आप महाराष्ट्र को मुझसे ज़्यादा प्रेम करते हैं? और अब मुझे वहाँ आने का कोई हक़ नहीं? #ShameOnMahaGovt https://t.co/XOB2vzaNYL",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for iPhone,hi,1301880314155864065
